user_id,risk_score,risk_level,ml_prediction,ml_suspicious_probability,ml_risk_level,final_risk_score,final_risk_level,connected_devices,connected_merchants,shared_device_users,risk_reasons
U0796,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0113, D0115, D0130, D0136, D0340, D0403, D0409, D0428, D0470","M049, M052, M053, M055, M066, M071, M072, M074, M094","U0155, U0162, U0164, U0174, U0175, U0183, U0184, U0198, U0203, U0210, U0211, U0215, U0216, U0224, U0232, U0243, U0244, U0246, U0252, U0254, U0260, U0264, U0280, U0285, U0296, U0300, U0305, U0306, U0309, U0319, U0325, U0331, U0339, U0340, U0344, U0349, U0354, U0356, U0358, U0359, U0361, U0363, U0365, U0367, U0369, U0370, U0376, U0393, U0396, U0402, U0411, U0422, U0427, U0432, U0435, U0438, U0440, U0443, U0446, U0447, U0450, U0453, U0455, U0462, U0464, U0468, U0473, U0474, U0480, U0482, U0485, U0493, U0495, U0508, U0512, U0515, U0517, U0524, U0526, U0531, U0545, U0550, U0552, U0556, U0557, U0559, U0561, U0563, U0567, U0568, U0569, U0573, U0578, U0583, U0587, U0589, U0591, U0592, U0594, U0595, U0601, U0604, U0610, U0615, U0622, U0623, U0624, U0625, U0652, U0653, U0655, U0665, U0667, U0668, U0673, U0674, U0683, U0686, U0689, U0696, U0700, U0705, U0716, U0729, U0730, U0731, U0732, U0737, U0738, U0744, U0746, U0748, U0751, U0755, U0760, U0774, U0777, U0785, U0790, U0791, U0794, U0797, U0805, U0806, U0807, U0808, U0811, U0817, U0821, U0823, U0824, U0830, U0834, U0840, U0841, U0857, U0865, U0871, U0875, U0885, U0887, U0890, U0892, U0895, U0901, U0902, U0907, U0915, U0928, U0930, U0931, U0932, U0937, U0938, U0939, U0941, U0946, U0951, U0954, U0960, U0961, U0965, U0968, U0970, U0972, U0977, U0983, U0990, U0992",Device connected to many users
U0789,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0112, D0137, D0213, D0240, D0252, D0260, D0297, D0500","M033, M036, M043, M046, M048, M056, M091, M098","U0154, U0156, U0163, U0166, U0171, U0173, U0184, U0186, U0187, U0193, U0199, U0213, U0215, U0216, U0218, U0223, U0225, U0227, U0242, U0248, U0257, U0264, U0267, U0272, U0273, U0291, U0308, U0309, U0310, U0315, U0320, U0336, U0339, U0355, U0363, U0365, U0378, U0379, U0382, U0383, U0384, U0388, U0390, U0402, U0435, U0438, U0439, U0441, U0442, U0445, U0448, U0453, U0456, U0457, U0459, U0480, U0483, U0487, U0491, U0496, U0499, U0501, U0510, U0513, U0521, U0530, U0534, U0541, U0545, U0547, U0550, U0552, U0553, U0555, U0568, U0582, U0583, U0586, U0587, U0593, U0621, U0622, U0624, U0627, U0630, U0642, U0650, U0656, U0658, U0662, U0665, U0670, U0684, U0686, U0687, U0697, U0701, U0711, U0715, U0717, U0722, U0732, U0735, U0737, U0738, U0745, U0753, U0756, U0760, U0767, U0768, U0769, U0770, U0772, U0774, U0778, U0780, U0783, U0798, U0807, U0814, U0818, U0830, U0831, U0847, U0850, U0852, U0854, U0855, U0861, U0862, U0864, U0876, U0887, U0892, U0894, U0897, U0899, U0901, U0903, U0906, U0912, U0913, U0918, U0921, U0937, U0942, U0956, U0958, U0967, U0987",Device connected to many users
U0790,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0103, D0130, D0182, D0193, D0264, D0302, D0307, D0315, D0328, D0339, D0423, D0454, D0461","M030, M033, M035, M040, M046, M049, M067, M068, M072, M074, M080, M084, M095","U0152, U0153, U0154, U0162, U0164, U0166, U0167, U0171, U0180, U0186, U0203, U0205, U0210, U0212, U0217, U0219, U0229, U0230, U0232, U0235, U0251, U0254, U0255, U0262, U0263, U0270, U0274, U0278, U0282, U0285, U0286, U0287, U0289, U0292, U0293, U0294, U0305, U0306, U0308, U0319, U0320, U0321, U0322, U0328, U0339, U0349, U0351, U0354, U0365, U0369, U0370, U0373, U0374, U0391, U0392, U0394, U0398, U0399, U0402, U0406, U0407, U0408, U0412, U0414, U0424, U0425, U0428, U0430, U0431, U0435, U0437, U0441, U0443, U0446, U0448, U0452, U0462, U0466, U0473, U0474, U0475, U0479, U0480, U0481, U0482, U0488, U0494, U0498, U0500, U0504, U0510, U0515, U0516, U0518, U0519, U0522, U0524, U0525, U0528, U0530, U0534, U0541, U0543, U0553, U0554, U0555, U0559, U0560, U0562, U0563, U0566, U0570, U0573, U0584, U0589, U0590, U0592, U0595, U0599, U0602, U0605, U0606, U0610, U0612, U0614, U0616, U0620, U0621, U0622, U0623, U0624, U0628, U0629, U0632, U0638, U0639, U0640, U0641, U0645, U0652, U0653, U0656, U0658, U0660, U0661, U0663, U0665, U0666, U0667, U0669, U0671, U0673, U0677, U0687, U0694, U0696, U0698, U0701, U0702, U0705, U0714, U0720, U0722, U0723, U0725, U0732, U0734, U0735, U0737, U0738, U0742, U0748, U0751, U0753, U0756, U0762, U0763, U0765, U0770, U0771, U0774, U0775, U0778, U0779, U0781, U0782, U0785, U0786, U0787, U0792, U0793, U0795, U0796, U0808, U0811, U0813, U0816, U0817, U0818, U0819, U0821, U0823, U0826, U0836, U0837, U0839, U0841, U0842, U0844, U0846, U0847, U0850, U0852, U0856, U0857, U0860, U0862, U0864, U0868, U0871, U0876, U0877, U0879, U0880, U0884, U0885, U0887, U0890, U0891, U0893, U0897, U0898, U0900, U0901, U0906, U0915, U0921, U0926, U0927, U0933, U0938, U0942, U0944, U0946, U0954, U0960, U0961, U0962, U0965, U0967, U0968, U0970, U0972, U0980, U0981, U0982, U0983, U0984, U0987, U0988, U0990, U0996",Device connected to many users
U0191,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0123, D0154, D0194, D0233, D0272, D0284, D0334, D0370, D0440, D0450, D0453","M030, M034, M037, M046, M050, M051, M054, M063, M067, M075, M079","U0156, U0157, U0165, U0170, U0173, U0174, U0178, U0180, U0182, U0184, U0185, U0195, U0198, U0199, U0201, U0203, U0207, U0219, U0221, U0228, U0229, U0233, U0236, U0241, U0251, U0252, U0255, U0264, U0268, U0277, U0280, U0285, U0286, U0288, U0292, U0293, U0294, U0302, U0308, U0312, U0313, U0317, U0323, U0327, U0329, U0333, U0334, U0335, U0336, U0350, U0352, U0360, U0368, U0369, U0370, U0375, U0377, U0378, U0379, U0380, U0382, U0383, U0385, U0388, U0390, U0393, U0398, U0402, U0404, U0406, U0408, U0412, U0419, U0420, U0421, U0427, U0429, U0435, U0439, U0442, U0444, U0447, U0448, U0450, U0453, U0458, U0464, U0465, U0467, U0468, U0471, U0474, U0475, U0476, U0477, U0479, U0480, U0482, U0483, U0489, U0493, U0495, U0498, U0506, U0511, U0516, U0521, U0522, U0523, U0526, U0536, U0537, U0540, U0542, U0545, U0559, U0562, U0564, U0567, U0569, U0572, U0578, U0580, U0581, U0587, U0605, U0608, U0609, U0613, U0614, U0616, U0618, U0624, U0627, U0631, U0632, U0633, U0635, U0642, U0665, U0670, U0677, U0681, U0684, U0686, U0691, U0692, U0693, U0695, U0699, U0701, U0709, U0714, U0718, U0724, U0728, U0735, U0739, U0741, U0745, U0746, U0751, U0754, U0756, U0757, U0759, U0762, U0764, U0770, U0772, U0776, U0777, U0784, U0785, U0786, U0798, U0800, U0806, U0809, U0811, U0813, U0824, U0826, U0829, U0838, U0840, U0842, U0846, U0851, U0855, U0859, U0861, U0867, U0868, U0870, U0877, U0879, U0881, U0883, U0888, U0898, U0899, U0900, U0905, U0912, U0915, U0918, U0921, U0928, U0930, U0933, U0934, U0939, U0945, U0946, U0949, U0952, U0956, U0959, U0961, U0963, U0966, U0970, U0972, U0975, U0976, U0979, U0982, U0985, U0994, U0997",Device connected to many users
U0255,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0143, D0391, D0413, D0417, D0423, D0440, D0450","M035, M037, M044, M045, M073, M094, M097","U0157, U0172, U0181, U0188, U0191, U0198, U0209, U0216, U0219, U0222, U0229, U0235, U0241, U0245, U0254, U0264, U0268, U0286, U0291, U0293, U0294, U0296, U0298, U0300, U0304, U0310, U0317, U0319, U0322, U0325, U0327, U0328, U0339, U0342, U0352, U0372, U0377, U0378, U0381, U0383, U0398, U0424, U0425, U0428, U0430, U0439, U0441, U0442, U0444, U0449, U0450, U0453, U0458, U0479, U0480, U0483, U0493, U0503, U0507, U0510, U0516, U0518, U0521, U0523, U0525, U0526, U0527, U0537, U0540, U0542, U0543, U0544, U0553, U0559, U0560, U0567, U0578, U0580, U0587, U0588, U0597, U0610, U0614, U0615, U0618, U0621, U0624, U0625, U0631, U0632, U0634, U0638, U0642, U0647, U0657, U0665, U0677, U0680, U0681, U0687, U0695, U0701, U0714, U0718, U0720, U0723, U0726, U0732, U0745, U0766, U0778, U0786, U0790, U0792, U0800, U0808, U0809, U0812, U0816, U0824, U0828, U0831, U0836, U0837, U0842, U0843, U0847, U0853, U0859, U0860, U0868, U0881, U0886, U0894, U0901, U0912, U0914, U0917, U0920, U0921, U0922, U0932, U0944, U0945, U0948, U0949, U0950, U0955, U0965, U0973, U0974, U0975, U0979, U0981, U0982, U0992, U0996",Device connected to many users
U0180,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0093, D0158, D0208, D0216, D0224, D0242, D0284, D0304, D0317, D0320, D0328, D0447, D0485","M032, M039, M043, M047, M049, M055, M059, M061, M067, M070, M071, M077, M091","U0153, U0156, U0158, U0159, U0165, U0166, U0168, U0172, U0174, U0179, U0182, U0190, U0191, U0199, U0202, U0204, U0207, U0219, U0220, U0221, U0223, U0224, U0228, U0232, U0234, U0239, U0241, U0243, U0256, U0258, U0267, U0271, U0273, U0278, U0280, U0282, U0283, U0286, U0289, U0292, U0295, U0296, U0297, U0309, U0310, U0312, U0317, U0321, U0322, U0326, U0335, U0340, U0342, U0349, U0350, U0351, U0352, U0361, U0365, U0368, U0373, U0374, U0382, U0388, U0390, U0393, U0394, U0395, U0399, U0410, U0411, U0412, U0414, U0415, U0420, U0422, U0423, U0426, U0427, U0429, U0433, U0437, U0438, U0443, U0444, U0445, U0446, U0453, U0454, U0458, U0460, U0462, U0465, U0467, U0468, U0473, U0498, U0499, U0500, U0502, U0505, U0512, U0516, U0521, U0522, U0526, U0527, U0528, U0529, U0531, U0536, U0539, U0542, U0546, U0554, U0555, U0562, U0564, U0565, U0568, U0570, U0573, U0578, U0579, U0580, U0584, U0588, U0589, U0592, U0599, U0600, U0602, U0610, U0613, U0614, U0615, U0616, U0618, U0630, U0632, U0634, U0636, U0639, U0643, U0649, U0651, U0654, U0656, U0660, U0661, U0664, U0670, U0694, U0697, U0703, U0706, U0716, U0717, U0721, U0723, U0725, U0728, U0729, U0737, U0741, U0742, U0745, U0747, U0748, U0753, U0754, U0756, U0757, U0759, U0765, U0768, U0774, U0776, U0778, U0779, U0784, U0785, U0786, U0790, U0791, U0799, U0800, U0803, U0806, U0807, U0809, U0814, U0821, U0822, U0824, U0825, U0829, U0834, U0835, U0838, U0839, U0846, U0850, U0861, U0864, U0868, U0871, U0875, U0880, U0881, U0882, U0885, U0889, U0896, U0898, U0901, U0903, U0909, U0910, U0911, U0915, U0916, U0922, U0923, U0924, U0927, U0933, U0936, U0940, U0948, U0957, U0967, U0969, U0970, U0971, U0982, U0987, U0990, U0993, U0995, U1000",Device connected to many users
U0187,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0090, D0124, D0381, D0434, D0443, D0473, D0474, D0500","M039, M040, M042, M070, M071, M076, M092, M093","U0154, U0160, U0174, U0183, U0184, U0186, U0193, U0220, U0221, U0225, U0264, U0272, U0274, U0278, U0285, U0300, U0303, U0305, U0306, U0311, U0323, U0330, U0334, U0344, U0347, U0348, U0352, U0355, U0367, U0368, U0369, U0378, U0379, U0384, U0389, U0391, U0397, U0402, U0404, U0412, U0414, U0416, U0417, U0427, U0434, U0437, U0442, U0445, U0452, U0464, U0480, U0481, U0490, U0491, U0506, U0513, U0532, U0548, U0553, U0556, U0557, U0565, U0577, U0585, U0586, U0587, U0590, U0614, U0620, U0627, U0638, U0642, U0644, U0646, U0669, U0683, U0688, U0690, U0697, U0700, U0701, U0710, U0715, U0717, U0728, U0729, U0738, U0741, U0745, U0747, U0748, U0756, U0760, U0763, U0764, U0769, U0774, U0776, U0777, U0778, U0783, U0789, U0800, U0809, U0814, U0820, U0821, U0824, U0825, U0831, U0833, U0836, U0844, U0847, U0856, U0857, U0861, U0897, U0903, U0907, U0911, U0914, U0917, U0922, U0934, U0942, U0952, U0956, U0958, U0964, U0972, U0974, U0987, U0993, U0998",Device connected to many users
U0793,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0109, D0116, D0153, D0275, D0315, D0323, D0399, D0436, D0452, D0457","M027, M034, M045, M047, M056, M062, M064, M085, M087, M092","U0151, U0153, U0155, U0162, U0163, U0170, U0176, U0181, U0189, U0194, U0195, U0209, U0210, U0215, U0224, U0225, U0230, U0231, U0232, U0236, U0245, U0246, U0249, U0251, U0256, U0257, U0258, U0262, U0267, U0271, U0274, U0279, U0285, U0288, U0291, U0310, U0312, U0314, U0320, U0327, U0330, U0331, U0332, U0333, U0335, U0345, U0351, U0356, U0357, U0368, U0376, U0383, U0386, U0387, U0390, U0391, U0393, U0400, U0416, U0417, U0422, U0430, U0434, U0438, U0447, U0448, U0449, U0450, U0454, U0455, U0468, U0469, U0473, U0474, U0488, U0491, U0494, U0496, U0498, U0500, U0505, U0522, U0525, U0526, U0533, U0534, U0539, U0544, U0548, U0550, U0553, U0555, U0558, U0565, U0567, U0569, U0576, U0580, U0582, U0584, U0585, U0587, U0593, U0595, U0599, U0604, U0606, U0609, U0612, U0625, U0629, U0632, U0633, U0635, U0636, U0637, U0639, U0642, U0643, U0652, U0665, U0666, U0667, U0671, U0674, U0675, U0685, U0686, U0694, U0697, U0701, U0702, U0706, U0712, U0727, U0729, U0730, U0735, U0738, U0746, U0747, U0748, U0756, U0759, U0766, U0770, U0775, U0778, U0781, U0787, U0790, U0805, U0806, U0812, U0814, U0823, U0828, U0831, U0840, U0841, U0845, U0847, U0850, U0852, U0862, U0878, U0883, U0890, U0898, U0900, U0905, U0907, U0911, U0913, U0929, U0946, U0947, U0950, U0955, U0956, U0958, U0959, U0962, U0968, U0975, U0977, U0988, U0999, U1000",Device connected to many users
U0792,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0161, D0268, D0377, D0396, D0423, D0425","M029, M038, M045, M059, M080, M084","U0158, U0210, U0219, U0232, U0240, U0243, U0246, U0248, U0250, U0254, U0255, U0263, U0277, U0281, U0284, U0293, U0298, U0299, U0300, U0307, U0319, U0328, U0339, U0371, U0374, U0380, U0414, U0415, U0416, U0417, U0421, U0441, U0444, U0446, U0451, U0452, U0465, U0480, U0482, U0490, U0492, U0496, U0498, U0504, U0510, U0518, U0535, U0539, U0542, U0553, U0556, U0574, U0578, U0587, U0594, U0596, U0597, U0602, U0603, U0608, U0611, U0613, U0615, U0621, U0623, U0635, U0638, U0644, U0646, U0666, U0669, U0677, U0687, U0693, U0694, U0705, U0711, U0720, U0723, U0730, U0734, U0741, U0743, U0746, U0751, U0758, U0770, U0773, U0778, U0780, U0782, U0785, U0790, U0797, U0806, U0824, U0827, U0831, U0834, U0837, U0838, U0839, U0843, U0849, U0854, U0860, U0864, U0871, U0879, U0890, U0896, U0914, U0925, U0931, U0936, U0944, U0964, U0967, U0968, U0969, U0970, U0976, U0982, U0991, U0992, U0996",Device connected to many users
U0190,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0084, D0104, D0146, D0216, D0234, D0266, D0274, D0325, D0352","M028, M029, M037, M050, M052, M068, M072, M074, M079, M089","U0153, U0164, U0172, U0176, U0180, U0193, U0194, U0195, U0200, U0206, U0207, U0212, U0218, U0219, U0221, U0227, U0243, U0245, U0246, U0254, U0256, U0257, U0258, U0263, U0264, U0267, U0271, U0276, U0277, U0280, U0283, U0284, U0287, U0289, U0292, U0298, U0305, U0317, U0319, U0324, U0327, U0330, U0340, U0345, U0352, U0357, U0367, U0380, U0386, U0387, U0394, U0395, U0403, U0410, U0411, U0414, U0428, U0429, U0436, U0440, U0445, U0447, U0450, U0457, U0459, U0460, U0465, U0481, U0483, U0484, U0486, U0489, U0493, U0509, U0528, U0533, U0537, U0539, U0541, U0542, U0552, U0560, U0563, U0565, U0567, U0570, U0575, U0577, U0580, U0588, U0613, U0615, U0618, U0622, U0625, U0627, U0630, U0636, U0639, U0640, U0650, U0655, U0661, U0674, U0681, U0697, U0703, U0704, U0709, U0721, U0722, U0723, U0727, U0728, U0731, U0737, U0738, U0740, U0742, U0745, U0747, U0751, U0753, U0756, U0758, U0764, U0770, U0771, U0779, U0780, U0791, U0800, U0806, U0807, U0814, U0818, U0819, U0820, U0823, U0824, U0827, U0830, U0834, U0843, U0844, U0846, U0850, U0861, U0864, U0867, U0868, U0889, U0892, U0903, U0904, U0910, U0911, U0915, U0916, U0922, U0924, U0926, U0931, U0936, U0942, U0948, U0950, U0954, U0960, U0964, U0969, U0974, U0976, U0978, U0981, U0982, U0986, U0987, U0989, U0990, U1000",Device connected to many users
U0795,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0151, D0152, D0171, D0200, D0215, D0400, D0418, D0454","M031, M038, M045, M046, M058, M059, M069, M074","U0152, U0159, U0163, U0165, U0171, U0184, U0193, U0198, U0203, U0227, U0228, U0229, U0235, U0240, U0241, U0242, U0250, U0251, U0253, U0263, U0265, U0291, U0292, U0293, U0294, U0297, U0303, U0309, U0310, U0311, U0320, U0323, U0324, U0326, U0336, U0341, U0344, U0351, U0353, U0357, U0373, U0391, U0400, U0402, U0405, U0418, U0428, U0429, U0431, U0436, U0437, U0444, U0452, U0458, U0461, U0466, U0467, U0470, U0475, U0478, U0480, U0481, U0493, U0496, U0500, U0502, U0503, U0516, U0520, U0529, U0534, U0542, U0544, U0546, U0547, U0554, U0558, U0560, U0561, U0562, U0569, U0586, U0590, U0593, U0594, U0595, U0599, U0605, U0610, U0612, U0614, U0615, U0618, U0619, U0624, U0634, U0635, U0638, U0642, U0656, U0666, U0672, U0673, U0674, U0677, U0678, U0681, U0682, U0685, U0690, U0696, U0698, U0704, U0708, U0710, U0714, U0716, U0718, U0720, U0732, U0737, U0743, U0749, U0750, U0759, U0763, U0764, U0765, U0766, U0767, U0768, U0775, U0779, U0786, U0788, U0790, U0800, U0801, U0802, U0818, U0830, U0832, U0838, U0842, U0844, U0849, U0867, U0874, U0879, U0887, U0902, U0903, U0906, U0916, U0919, U0923, U0926, U0928, U0944, U0947, U0955, U0960, U0961, U0978, U0981, U0983, U0988, U0998",Device connected to many users
U0803,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0127, D0162, D0174, D0199, D0219, D0231, D0242, D0304, D0477, D0495, D0498","M035, M041, M045, M051, M056, M060, M062, M066, M074, M076, M091","U0152, U0153, U0160, U0161, U0167, U0171, U0179, U0180, U0189, U0195, U0198, U0203, U0206, U0211, U0213, U0215, U0217, U0222, U0227, U0230, U0235, U0246, U0256, U0259, U0267, U0269, U0270, U0273, U0274, U0278, U0281, U0282, U0283, U0284, U0286, U0289, U0291, U0292, U0296, U0297, U0303, U0307, U0308, U0309, U0310, U0317, U0321, U0322, U0328, U0331, U0335, U0338, U0347, U0352, U0361, U0365, U0366, U0367, U0372, U0374, U0376, U0377, U0379, U0387, U0392, U0405, U0412, U0415, U0417, U0422, U0423, U0425, U0433, U0434, U0436, U0437, U0442, U0448, U0451, U0455, U0458, U0461, U0464, U0468, U0471, U0473, U0484, U0489, U0493, U0502, U0505, U0507, U0509, U0510, U0517, U0522, U0526, U0528, U0536, U0542, U0544, U0549, U0550, U0551, U0559, U0560, U0561, U0563, U0564, U0568, U0573, U0574, U0577, U0578, U0579, U0580, U0586, U0591, U0592, U0594, U0600, U0605, U0606, U0610, U0633, U0634, U0635, U0641, U0643, U0651, U0656, U0658, U0662, U0666, U0670, U0678, U0682, U0688, U0689, U0702, U0705, U0716, U0740, U0745, U0754, U0759, U0761, U0764, U0765, U0766, U0768, U0772, U0776, U0785, U0798, U0801, U0806, U0808, U0810, U0814, U0815, U0823, U0824, U0832, U0834, U0835, U0836, U0840, U0842, U0846, U0850, U0851, U0856, U0866, U0868, U0871, U0877, U0880, U0881, U0894, U0896, U0902, U0906, U0910, U0918, U0919, U0923, U0925, U0926, U0927, U0936, U0939, U0940, U0941, U0943, U0946, U0949, U0952, U0954, U0956, U0969, U0970, U0971, U0974, U0982, U0983, U0994, U0997",Device connected to many users
U0177,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0089, D0239, D0259, D0299, D0411, D0444, D0465","M027, M036, M045, M054, M056, M089, M095","U0151, U0156, U0157, U0167, U0169, U0176, U0188, U0194, U0198, U0215, U0223, U0228, U0229, U0230, U0237, U0241, U0242, U0245, U0246, U0249, U0253, U0254, U0258, U0259, U0266, U0280, U0285, U0288, U0297, U0301, U0308, U0313, U0320, U0330, U0336, U0340, U0342, U0343, U0349, U0350, U0359, U0362, U0364, U0375, U0376, U0384, U0389, U0390, U0400, U0405, U0411, U0412, U0415, U0418, U0422, U0431, U0433, U0436, U0438, U0448, U0451, U0456, U0458, U0469, U0480, U0483, U0487, U0491, U0499, U0502, U0507, U0521, U0522, U0523, U0524, U0529, U0530, U0533, U0538, U0539, U0542, U0548, U0549, U0558, U0560, U0571, U0575, U0587, U0605, U0608, U0618, U0619, U0620, U0628, U0629, U0631, U0632, U0635, U0636, U0638, U0650, U0652, U0661, U0664, U0669, U0680, U0682, U0684, U0701, U0704, U0709, U0714, U0725, U0729, U0740, U0744, U0748, U0753, U0755, U0756, U0764, U0783, U0784, U0786, U0788, U0799, U0808, U0822, U0823, U0827, U0833, U0835, U0841, U0843, U0865, U0883, U0888, U0897, U0907, U0908, U0909, U0913, U0914, U0919, U0923, U0926, U0929, U0933, U0936, U0949, U0951, U0956, U0958, U0965, U0970, U0979, U0980, U0986, U0992",Device connected to many users
U0786,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0151, D0156, D0247, D0259, D0264, D0270, D0281, D0316, D0338, D0354, D0388, D0400, D0402, D0439, D0447, D0450","M033, M034, M039, M041, M042, M045, M047, M051, M063, M068, M073, M074, M082, M084, M085, M087, M098","U0153, U0155, U0160, U0161, U0167, U0176, U0177, U0179, U0180, U0188, U0189, U0191, U0193, U0194, U0197, U0198, U0203, U0204, U0205, U0208, U0215, U0218, U0219, U0220, U0222, U0225, U0228, U0229, U0232, U0233, U0235, U0239, U0241, U0247, U0248, U0254, U0255, U0256, U0258, U0259, U0262, U0264, U0266, U0271, U0273, U0277, U0285, U0288, U0291, U0292, U0293, U0295, U0297, U0298, U0301, U0305, U0307, U0308, U0310, U0312, U0317, U0320, U0321, U0322, U0323, U0327, U0328, U0330, U0332, U0340, U0341, U0342, U0344, U0347, U0349, U0351, U0354, U0355, U0356, U0358, U0361, U0362, U0364, U0367, U0372, U0373, U0378, U0382, U0383, U0385, U0386, U0389, U0390, U0396, U0399, U0400, U0405, U0413, U0414, U0417, U0418, U0425, U0430, U0431, U0432, U0435, U0436, U0438, U0442, U0443, U0449, U0452, U0453, U0455, U0456, U0459, U0461, U0468, U0470, U0471, U0476, U0477, U0478, U0481, U0483, U0486, U0487, U0488, U0489, U0490, U0493, U0495, U0498, U0500, U0502, U0505, U0506, U0511, U0516, U0518, U0519, U0521, U0523, U0527, U0530, U0531, U0542, U0546, U0547, U0548, U0550, U0551, U0553, U0555, U0558, U0562, U0567, U0579, U0580, U0586, U0587, U0592, U0598, U0605, U0610, U0613, U0616, U0619, U0620, U0627, U0632, U0634, U0635, U0638, U0639, U0640, U0641, U0643, U0644, U0647, U0650, U0651, U0653, U0654, U0659, U0661, U0664, U0666, U0673, U0677, U0680, U0681, U0685, U0686, U0699, U0707, U0708, U0709, U0712, U0714, U0716, U0719, U0720, U0723, U0724, U0725, U0729, U0730, U0732, U0735, U0736, U0737, U0741, U0742, U0753, U0756, U0762, U0763, U0764, U0765, U0766, U0768, U0771, U0772, U0774, U0775, U0777, U0779, U0782, U0787, U0790, U0795, U0798, U0799, U0800, U0801, U0804, U0808, U0811, U0813, U0816, U0818, U0819, U0820, U0821, U0824, U0825, U0831, U0833, U0835, U0839, U0845, U0846, U0848, U0850, U0856, U0859, U0861, U0862, U0865, U0867, U0868, U0870, U0880, U0890, U0892, U0894, U0898, U0904, U0908, U0910, U0912, U0917, U0919, U0923, U0925, U0931, U0933, U0934, U0936, U0940, U0943, U0944, U0949, U0955, U0956, U0957, U0961, U0965, U0974, U0975, U0977, U0978, U0980, U0987, U0990, U0991, U0998",Device connected to many users
U0820,21.01,LOW,0,0.0,LOW,10.5,LOW,"D0090, D0148, D0201, D0266, D0322, D0380, D0388, D0408, D0497","M030, M046, M056, M064, M066, M069, M072, M078, M079, M093","U0154, U0163, U0171, U0176, U0178, U0187, U0188, U0189, U0190, U0194, U0200, U0204, U0205, U0208, U0210, U0211, U0217, U0219, U0225, U0228, U0232, U0235, U0246, U0249, U0256, U0257, U0258, U0265, U0267, U0270, U0271, U0272, U0283, U0294, U0296, U0298, U0312, U0313, U0319, U0322, U0325, U0327, U0330, U0331, U0336, U0339, U0340, U0343, U0347, U0355, U0356, U0362, U0365, U0367, U0375, U0381, U0384, U0388, U0389, U0391, U0394, U0403, U0407, U0410, U0417, U0428, U0429, U0430, U0439, U0444, U0450, U0464, U0468, U0471, U0474, U0481, U0484, U0486, U0490, U0494, U0499, U0501, U0504, U0511, U0513, U0515, U0520, U0521, U0527, U0532, U0537, U0547, U0548, U0556, U0558, U0578, U0588, U0594, U0598, U0601, U0612, U0613, U0625, U0627, U0633, U0636, U0637, U0639, U0645, U0649, U0651, U0653, U0659, U0662, U0663, U0682, U0686, U0689, U0694, U0695, U0702, U0704, U0707, U0708, U0710, U0712, U0713, U0717, U0718, U0728, U0736, U0751, U0753, U0765, U0771, U0775, U0777, U0780, U0786, U0794, U0804, U0811, U0814, U0815, U0816, U0818, U0821, U0822, U0824, U0827, U0836, U0848, U0861, U0880, U0882, U0888, U0889, U0896, U0898, U0902, U0910, U0927, U0929, U0931, U0933, U0937, U0941, U0942, U0944, U0947, U0951, U0954, U0957, U0958, U0960, U0961, U0963, U0964, U0972, U0979, U0981, U0984, U0995, U1000",Device connected to many users
U0158,21.0,LOW,0,0.0,LOW,10.5,LOW,"D0079, D0120, D0170, D0317, D0329, D0396, D0437","M028, M037, M045, M068, M071, M078, M086","U0154, U0157, U0165, U0171, U0174, U0180, U0184, U0189, U0205, U0216, U0222, U0224, U0231, U0240, U0243, U0244, U0246, U0247, U0252, U0266, U0284, U0285, U0286, U0293, U0294, U0300, U0305, U0307, U0309, U0322, U0323, U0328, U0350, U0367, U0382, U0384, U0389, U0398, U0401, U0410, U0412, U0414, U0416, U0419, U0420, U0426, U0443, U0446, U0452, U0459, U0465, U0468, U0471, U0482, U0486, U0499, U0512, U0516, U0523, U0527, U0538, U0545, U0556, U0578, U0579, U0588, U0589, U0591, U0594, U0595, U0597, U0602, U0606, U0608, U0609, U0623, U0629, U0632, U0635, U0639, U0640, U0644, U0647, U0648, U0655, U0661, U0669, U0682, U0689, U0692, U0704, U0711, U0714, U0715, U0729, U0741, U0763, U0769, U0772, U0775, U0782, U0784, U0785, U0791, U0792, U0797, U0801, U0807, U0823, U0824, U0825, U0827, U0833, U0838, U0867, U0868, U0871, U0876, U0878, U0881, U0885, U0902, U0908, U0931, U0937, U0943, U0968, U0975, U0979, U0987, U0996, U1000",Device connected to many users
